Nazwa|Cena|Miasto|Dzielnica|Pokoje|Pow. całkowita|Piętro|Liczba pięter|Liczba sypialni|Balkon|Rynek|Rodzaj umowy|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba poziomów mieszkania|Dostępne od|Typ budynku|Materiał budowlany|Ogrzewanie|Inwestycja|Stan nieruchomości|Typ kuchni|Liczba łazienek|łazienka razem z WC|Taras|Pow. ogródka|Forma własności|Stolarka okienna|Pow. tarasu|Pow. loggii|Pow. balkonu|Stan budynku|Wysokość wnętrza|Pow. łazienki|Pow. użytkowa|Dodatkowe koszty|Cena do negocjacji|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
NOWE 4 POKOJE W IDEALNEJ LOKALIZACJI|1 297 912 zł|Gdańsk, |Morena Piecki-Migowo, | • 4 pokoje|93,31 m²|4/5|5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX128265|71|0|||||||||||||||||||||||||||
Zielone płuca Gdańska|1 445 000 zł|Gdańsk, |Oliwa, | • 3 pokoje|72,32 m²|1/3|3|2|Tak|Wtórny||2023|08.12.2023|11.03.2024|morizon-108602|209|0|||||||||||||||||||||||||||
Komfortowe mieszkanie z duszą|1 475 000 zł|Gdańsk, |Siedlce, | • 6 pokoi|147,80 m²|3/3|3|4|Tak|Wtórny||1997|08.12.2023|16.04.2024|morizon-WIL193162|208|0||12.01.2024|Blok Mieszkalny|Cegła|Co Miejskie||||||||||||||||||||||
Ostatni taki Penthouse z widokiem na morze|6 569 092 zł|Gdańsk, |Przymorze, | • 6 pokoi|220,68 m²|9/11|11||Tak|Wtórny|||20.04.2024|22.04.2024|morizon-163894|33|0|||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Kameralna inwestycja w Oliwie - 4 pokoje|1 872 967 zł|Gdańsk, |Oliwa, | • 4 pokoje|82,04 m²|2/3|3|3|Tak|Pierwotny||2023|12.09.2023|20.02.2024|morizon-DH823941|220|0||30.06.2024|Apartamentowiec||||||||||||||||||||||||
Apartament z Widokiem na Motławę i Stare Miasto|2 600 000 zł|Gdańsk, |Sienna Grobla| • 3 pokoje|73 m²|2/5|5||Tak|Wtórny|Na wyłączność|2023|16.01.2024|12.02.2024|morizon-247/5569/OMS|136|0||05.12.2023|APARTAMENTOWIEC|CERAMIKA|C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD|Z OKNEM|||||||||||260 cm||||||||
2pokojowe mieszkanie w Oruni,do własnej Aranżacji|369 000 zł|Gdańsk, |Orunia, | • 2 pokoje|43,50 m²|3/4|4|2||Wtórny|Na wyłączność||20.03.2024|15.04.2024|morizon-277350|305|0||31.05.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Kawalerka/Jasień/ Blisko Śródmieścia|369 000 zł|Gdańsk, |Jasień, | • 1 pokój|30 m²||3|1||Wtórny||2024|27.02.2024|15.04.2024|morizon-800906|229|0|1|27.02.2024|Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Kompaktowe mieszkanie 2 pokojowe w niskiej cenie|424 000 zł|Gdańsk, |Jasień| • 2 pokoje|33,10 m²|1/4|4|1|Tak|Pierwotny||2025|09.01.2024|11.04.2024|morizon-OF675426|88|0||27.06.2025|||||||||||||||||||||||||
Kawalerka z możliwością wydzielenia sypialni|429 000 zł|Gdańsk, |Ujeścisko, | • 1 pokój|32,40 m²||4||Tak|Wtórny|||01.03.2022|01.03.2024|morizon-AG552150|2 428|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
Rozkładowe mieszkanie z 2 balkonami|526 160 zł|Gdańsk, |Orunia Górna, | • 3 pokoje|54,74 m²|1/3|3|||Pierwotny||2023|13.10.2023|08.02.2024|morizon-8284/8976/OMS|295|0|||NISKI BLOK||C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|||||WŁASNOŚĆ||||||||||||||
Idealne do zamieszkania lub pod wynajem|536 923 zł|Gdańsk, |Maćkowy, | • 3 pokoje|54,35 m²|4/5|5|||Pierwotny||2023|27.11.2023|12.02.2024|morizon-8455/8976/OMS|194|0|||NISKI BLOK||C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|||||WŁASNOŚĆ||||||||||||||
Inwestycja, 2 kawalerki, PG, GUMED|549 000 zł|Gdańsk, |Wrzeszcz Górny, | • 3 pokoje|50,53 m²|1/3|3|3||Wtórny|Na wyłączność|1909|11.05.2023|25.07.2023|morizon-FN2013486482|2 392|0||10.05.2023|Kamienica|Cegła|Gazowe||||||||||||||||||||||
Gotowa Inwestycja, Lokal częściowo wykończony|558 500 zł|Gdańsk, |Sobieszewo, | • 2 pokoje|35,83 m²||2|1||Pierwotny||2023|25.09.2023|08.12.2023|morizon-247042|176|0|||Apartamentowiec||Gazowe||||||||||||||||||||||
Narożne mieszkanie, 10 minut od morza|559 000 zł|Gdańsk, |Nowy Port, | • 2 pokoje|61,15 m²|2/3|3|||Wtórny||1906|10.10.2023|22.04.2024|morizon-461173|240|0|||Kamienica|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Duża kawalerka w Gdańsku|559 732 zł|Gdańsk, |Powstańców Warszawskich| • 1 pokój|34,13 m²|1/2|2|||Pierwotny|||14.03.2024|14.03.2024|morizon-HEX670576|62|0|||||||||||||||||||||||||||
Trzypokojowe mieszkanie w nowej inwestycji|576 936 zł|Gdańsk, |Łostowice, | • 3 pokoje|53,42 m²|3/5|5|||Pierwotny||2023|05.10.2023|05.10.2023|morizon-821665|85|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
"Nowoczesne 3-pokoje | Łostowice"|590 000 zł|Gdańsk, |Pastelowa| • 3 pokoje|58,09 m²|3/4|4|||Wtórny|||19.03.2024|18.03.2024|morizon-HEX635244|49|0|||||||||||||||||||||||||||
3-pokoje w spokojnej okolicy|591 000 zł|Gdańsk, |Pastelowa| • 3 pokoje|56,66 m²|4/4|4|||Wtórny|||19.03.2024|18.03.2024|morizon-HEX544167|52|0|||||||||||||||||||||||||||
PIĘKNY APARTAMENT 2 POKOJE, NOWY|595 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|42 m²|4/5|5||Tak|Wtórny|Na wyłączność|2022|02.01.2023|27.10.2023|morizon-21705/2089/OMS|1 011|0|||NISKI BLOK|PUSTAK|C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD|ANEKS KUCHENNY|1||||WŁASNOŚĆ||||||||||||||
NOWA KAWALERKA Z OGRÓDKIEM|596 742 zł|Gdańsk, |Morena Piecki-Migowo, | • 1 pokój|44,32 m²||5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX164369|60|0|||||||||||||||||||||||||||
10 piętro z widokiem na morze w pasie nadmorskim|599 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|38 m²|10/10|10||Tak|Wtórny||1970|22.12.2023|17.03.2024|morizon-NN733732|742|0|||Wieżowiec||Co Miejskie||||||||||||||||||||||
Wykończona Inwestycja, Wyspa Sobieszewska|609 500 zł|Gdańsk, |Sobieszewo, | • 2 pokoje|35,81 m²||2|1||Pierwotny||2023|25.09.2023|09.12.2023|morizon-915487|101|0|||Apartamentowiec||Gazowe||||||||||||||||||||||
Wykończona Inwestycja, Wyspa Sobieszewska|609 500 zł|Gdańsk, |Sobieszewo, | • 2 pokoje|35,81 m²||2|1||Pierwotny||2023|25.09.2023|09.12.2023|morizon-325252|151|0|||Apartamentowiec||Gazowe||||||||||||||||||||||
Duże 2 Pokoje Z Oddzielną Kuchnią - Chełm|610 000 zł|Gdańsk, |Chełm, | • 2 pokoje|50 m²|4/4|4||Tak|Wtórny||1987|17.01.2024|22.04.2024|morizon-1624/13290/OMS|128|0|||NISKI BLOK||C.O. Z SIECI MIEJSKIEJ|||ODDZIELNA|1||||WŁASNOŚĆ||||||||||||||
Przestronne 3 pokojowe mieszkanie- Czeka na Ciebie|620 032 zł|Gdańsk, |Łostowice, | • 3 pokoje|48,44 m²|4/4|4||Tak|Wtórny||2023|08.03.2024|18.03.2024|morizon-JEPA859|90|0|||Blok mieszkalny|Pustak ceramiczny|Ogrzewanie miejskie||Deweloperski||||||Własność||||||||||||||
Mieszkanie 3pok Gdańsk Orunia PROWIZJA 0%|627 783 zł|Gdańsk, |Orunia Górna, | • 4 pokoje|67,79 m²|3/4|4||Tak|Pierwotny||2024|08.02.2024|22.03.2024|morizon-524438|88|0||08.02.2024|Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
Atrakcyjna nieruchomość z ogródkiem - Ujeścisko|650 000 zł|Gdańsk, |Ujeścisko, | • 3 pokoje|50,32 m²||4|2||Wtórny||2016|18.09.2023|30.01.2024|morizon-TC863462|1 122|0|1|18.09.2023|Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
Atrakcyjna Inwestycja w Sercu Śródmieścia|659 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|40 m²|2/3|3|1|Tak|Wtórny|Na wyłączność|1950|02.11.2023|26.02.2024|morizon-WH516212|240|0|1||Kamienica|Cegła|Co Miejskie||||||||||||||||||||||
Inwestycja do odbioru od zaraz|671 136 zł|Gdańsk, |Osowa, | • 3 pokoje|69,91 m²||2|2|Tak|Wtórny|Na wyłączność|2022|04.09.2023|02.02.2024|morizon-R-909410|675|0|1|29.02.2024|Blok Mieszkalny|Pustak|Co Własne||||||Nie||||||||||69,88 m²||||||
Dom w cenie mieszkania 30 minut od Gdańska|679 000 zł|Gdańsk, |Kiełpinek, | • 4 pokoje|124 m²|1/1|1|3||Pierwotny||2024|10.03.2024|10.03.2024|morizon-678143|173|0|||||||||||||||||||||||||||
3 Pokoje blisko uczelni z pętlą tramwajową|684 000 zł|Gdańsk, |Siedlce, | • 3 pokoje|55,40 m²|5/10|10||Tak|Wtórny|Na wyłączność||12.12.2023|05.03.2024|morizon-AG152828004|266|0|||Wieżowiec|Wielka płyta|Co Miejskie||||||||||||||||||||||
Gotowe do odbioru, zapraszam do kontaktu|699 000 zł|Gdańsk, |Jasień| • 3 pokoje|60,76 m²|||||Pierwotny||2024|11.03.2024|11.03.2024|morizon-3912/12083/OMS|53|0|||||||||||||||||||||||||||
Sprzedam 3 pokojowe słoneczne mieszkanie|708 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|75 m²|3/3|3|2|Tak|Wtórny||2017|04.07.2023|06.03.2024|morizon-PAN542077|635|0|2||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
2 Pokoje W Centrum Gdańska|715 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|45 m²|1/1|1|||Wtórny||1930|08.12.2023|22.04.2024|morizon-1425/13290/OMS|133|0|||KAMIENICA|CEGŁA|C.O. GAZOWE|||ODDZIELNA|1||||WŁASNOŚĆ||||||||||||||
Dwlupoziomowe dla rodziny|724 990 zł|Gdańsk, |Ujeścisko, | • 3 pokoje|62,60 m²|3/3|3||Tak|Wtórny||2001|23.08.2023|13.10.2023|morizon-PAN525866|616|0|||Blok Mieszkalny|Pustak|Elektryczne||||||Nie||||||||||||||||
Piękne mieszkanie z potencjałem|746 888 zł|Gdańsk, |Powstańców Warszawskich| • 2 pokoje|41,96 m²||2|||Pierwotny|||14.03.2024|14.03.2024|morizon-HEX603648|50|0|||||||||||||||||||||||||||
Nowe wykończone 3 pokoje blisko Orunia Góna|749 500 zł|Gdańsk, |Orunia, | • 3 pokoje|53,55 m²|3/3|3|||Wtórny||2023|19.02.2024|19.02.2024|morizon-HEX847776|144|0|||||||||||||||||||||||||||
3 pokoje z dużym balkonem|750 000 zł|Gdańsk, |Maćkowy, | • 3 pokoje|54,47 m²|2/3|3||Tak|Wtórny||2020|20.12.2022|24.05.2023|morizon-PAN582579|1 253|0|||Blok Mieszkalny|Cement|Co Miejskie||||||Nie||||||||||||||||
Luksusowe mieszkanie/3 pokoje/Zajezdnia Wrzeszcz|1 399 000 zł|Gdańsk, |Wrzeszcz Dolny, | • 3 pokoje|61,21 m²|1/4|4|2|Tak|Wtórny|Na wyłączność|2021|22.04.2024|22.04.2024|morizon-467068|1|25|||||||||||||||||||||||||||
Komfortowe mieszkanie na Oruni Górnej|759 000 zł|Gdańsk, |Kadmowa| • 3 pokoje|58,69 m²||3|||Wtórny||2023|11.03.2024|04.03.2024|morizon-HEX288878|48|0||04.03.2024|||||||||||||||||||||||||
3 POKOJE Z BALKONEM MIESZKANIE W UROKLIWYM MIEJSC|759 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|69,70 m²|1/3|3||Tak|Wtórny||2009|16.08.2023|13.10.2023|morizon-PAN848227|454|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
2 pokoje w Letnicy|760 000 zł|Gdańsk, |Letnica, | • 2 pokoje|37 m²|9/17|17|||Wtórny||2020|30.12.2023|12.04.2024|morizon-484224|302|0|||||||||||||||||||||||||||
duże mieszkanie dla rodziny, blisko morza|793 571 zł|Gdańsk, |Letnica, | • 4 pokoje|75,22 m²|2/17|17|||Wtórny||2024|12.04.2024|11.04.2024|morizon-HEX471104|52|0|||||||||||||||||||||||||||
4 pokojowe mieszkanie na Ujeścisku|799 000 zł|Gdańsk, |Ujeścisko, | • 4 pokoje|78,20 m²|2/3|3||Tak|Wtórny||1998|08.01.2024|28.02.2024|morizon-R-266462|235|0|1|30.06.2024|Blok Mieszkalny||||||||||||||||||||||||
Sprzedam 2 pokojowy apartament Gdańsk Morena|799 000 zł|Gdańsk, |Morena, | • 2 pokoje|39,80 m²|4/8|8|1|Tak|Wtórny||2015|14.07.2023|10.01.2024|morizon-PAN550572|631|0|||Blok Mieszkalny|Inne|Co Miejskie||||||Nie||||||||||||||||
Gdańsk Hotel Grano - apartament nad Motławą|799 000 zł|Gdańsk, |Śródmieście, | • 1 pokój|28,92 m²|3/6|6||Tak|Wtórny|Na wyłączność|2020|26.05.2023|27.07.2023|morizon-DH502071|365|0|||Apartamentowiec||||||||||||||||||||||||
3 pokoje/Parter/Inpro/Morena|800 000 zł|Gdańsk, |Morena, | • 3 pokoje|65,50 m²||3||Tak|Wtórny||2006|14.10.2023|18.03.2024|morizon-PAN106206|664|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
Wszędzie blisko! 3 duże pokoje z balkonem i piwnicą! Śródmieście, Gdańsk|819 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|65 m²|2/3|3||Tak|Wtórny|Na wyłączność|1973|23.10.2023|12.03.2024|morizon-23/PB/14|270|0|1|01.01.2024|Blok|Cegła|Miejskie|||Osobna|1|Tak|Nie||Własność||||4 m²|Dobry|300 cm|5,40 m²|64,57 m²||Tak||||
3 pokojowe mieszkanie z widokiem na Starówkę|822 000 zł|Gdańsk, |Stare Przedmieście, | • 3 pokoje|62 m²|4/6|6||Tak|Wtórny|Na wyłączność|1960|26.04.2023|03.01.2024|morizon-21949/2089/OMS|306|0|||WIEŻOWIEC|WIELKA PŁYTA|C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|ODDZIELNA|1||||WŁASNOŚĆ||||||||||||||
Wyjątkowe dwupoziomowe mieszkanie // Dla rodziny|829 000 zł|Gdańsk, |Łostowice, | • 4 pokoje|71,04 m²|2/2|2|3|Tak|Wtórny|Na wyłączność||04.12.2023|11.03.2024|morizon-WE263409|561|0|||||||||||Tak||||||||||||||||
NOWE 4 pokoje z balkonem, funkcjonalny układ|865 878 zł|Gdańsk, |Morena, | • 4 pokoje|77,12 m²|1/4|4||Tak|Pierwotny||2025|31.01.2024|12.02.2024|morizon-DH320186|163|0||30.06.2025|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Mieszkanie z widokiem na morze|870 000 zł|Gdańsk, |Żabianka| • 3 pokoje|60 m²|4/4|4||Tak|Wtórny||1991|18.10.2023|01.01.2024|morizon-PAN768332|419|0|||Blok Mieszkalny|Wielka płyta|Co Miejskie||||||Nie||||||||||||||||
3 POKOJE NA NOWYM OSIEDLIU|870 539 zł|Gdańsk, |Piecki-Migowo, | • 3 pokoje|72,10 m²|1/5|5|||Wtórny|||19.03.2024|17.03.2024|morizon-HEX129548|67|0|||||||||||||||||||||||||||
Gotowiec inwestycyjny - 2-pak (2x 2 pokoje)|879 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|60,45 m²||4||Nie|Wtórny||1962|29.09.2022|22.02.2023|morizon-PAN645114|953|0|1||Blok Mieszkalny|Cegła|Co Miejskie||||||Nie||||||||||||||||
Urokliwe mieszkanie na Starym Mieście|920 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|40 m²|4/4|4|||Wtórny||1952|03.10.2023|05.12.2023|morizon-904685|241|0|||Kamienica||Co Miejskie||||||||||||||||||||||
4 pokoje, 2 balkony, piwnica i miejsce w hali|946 000 zł|Gdańsk, |Jasień, | • 4 pokoje|85,70 m²|4/4|4||Tak|Wtórny||2013|10.01.2022|03.01.2024|morizon-PAN270748|2 299|0|1||Blok Mieszkalny|YTong|Co Miejskie||||||||||||||||||||||
2 pokoje, blisko Starówki, widok na Motławę|950 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|38 m²|2/6|6|1|Tak|Wtórny|Na wyłączność|2021|01.12.2023|26.01.2024|morizon-WH941245133|225|0|1||Apartamentowiec|Silikat|Co Miejskie||||||||||||||||||||||
3 Pokoje W Centrum Wrzeszcza|970 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|97 m²|1/2|2|||Wtórny||1950|26.02.2024|22.04.2024|morizon-1854/13290/OMS|165|0|||KAMIENICA|CEGŁA|C.O. GAZOWE||DO REMONTU|ODDZIELNA|1||||WŁASNOŚĆ||||||||||||||
Klimatyczne dwupoziomowe mieszkanie z ogrodem|970 000 zł|Gdańsk, |Przymorze, | • 4 pokoje|92,70 m²|2/2|2|||Wtórny||1887|02.12.2022|23.10.2023|morizon-PH791488|2 115|0|||Kamienica|Cegła|Gazowe||||||||||||||||||||||
Urokliwe mieszkanie Gdańskiej kamienicy|997 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|62,50 m²|2/4|4|2|Nie|Wtórny||1903|26.09.2023|06.02.2024|morizon-PAN521377|736|0|||Kamienica|Cegła|Co Własne||||||Nie||||||||||||||||
Balkon, winda, hala garażowa|1 020 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|68,84 m²||6|||Wtórny||2023|09.10.2023|15.02.2024|morizon-DH774289|261|0||02.10.2023|Blok Mieszkalny||||||||Tak||||||||||||||||
3-POK. MIESZKANIE / SŁONECZNE / ODDZIELNA KUCHNIA|1 050 000 zł|Gdańsk M., |Gdańsk, | • 3 pokoje|65,55 m²||||Tak|Wtórny||2019|15.01.2024|08.02.2024|morizon-BHN-MS-3986-3|153|0|||Apartamentowiec||||Bardzo dobry|Jasna z oknem||||||||||||||700|||||
Blisko morza, słoneczne, nowe 3 pokoje|1 070 000 zł|Gdańsk, |Letnica, | • 3 pokoje|74 m²|1/7|7||Tak|Wtórny||2022|26.10.2023|26.10.2023|morizon-TY263068|175|0|||Blok Mieszkalny|YTong|Co Miejskie||||||||||||||||||||||
3 pokoje we Wrzeszczu! Odnowiona kamienica, duża powierzchnia- lokalizacja na 6|1 090 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|102 m²|2/3|3||Nie|Wtórny|Na wyłączność|1900|21.11.2023|12.03.2024|morizon-23/PB/W/17|294|0|1|29.02.2024|Kamienica|Cegła|Gazowe|||Osobna|1|Tak|Nie||Własność|||||Bardzo dobry|300 cm|3,71 m²|||||||
Apartament w środku parku! Ogród, fitness, plaża|1 130 000 zł|Gdańsk, |Brzeźno, | • 2 pokoje|46,40 m²|3/3|3||Tak|Wtórny|Na wyłączność|2023|08.12.2023|12.01.2024|morizon-28103/3685/OMS|530|0|||APARTAMENTOWIEC||C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|1||||WŁASNOŚĆ||||||||||||||
Przestronne mieszkanie w centrum Wrzeszcza ✔️|1 190 000 zł|Gdańsk, |Wrzeszcz, | • 5 pokoi|108 m²|3/3|3||Nie|Wtórny||1900|08.03.2022|03.06.2023|morizon-ONS698450|2 339|0|||Kamienica|Cegła|Gazowe||||||||||||||||||||||
Apartament z widokiem na marinę w Sol Marina|1 199 000 zł|Gdańsk, |Sobieszewo| • 2 pokoje|40 m²|1/2|2|1|Tak|Wtórny|Na wyłączność|2023|26.10.2023|17.11.2023|morizon-WH851269|134|0|1|26.10.2023|Apartamentowiec|Inne|Co Miejskie||||||Tak||||||||||39,86 m²||||||
Mieszkanie 4 pokoje, piękny widok, wysoki standard|1 250 000 zł|Gdańsk, |Kiełpinek, | • 4 pokoje|86,04 m²|5/5|5|3||Wtórny||2022|20.10.2023|11.01.2024|morizon-HEX194264|373|0|||||Co Miejskie||||||Tak||||||||||||||||
OKAZJA! Mikroapartamenty lub luksusowe mieszkanie|1 399 000 zł|Gdańsk, |Podwale Staromiejskie| • 3 pokoje|107 m²||||Tak|Wtórny||1966|31.05.2023|03.09.2023|morizon-25792/3685/OMS|341|0|||KAMIENICA|CEGŁA|C.O. Z SIECI MIEJSKIEJ||DO REMONTU KAPIT.|ODDZIELNA|1||||WSPÓŁWŁASNOŚĆ||||||270 cm||||||||
Okazja 16 pietro z widokiem na morze|1 399 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|46,80 m²|16/17|17|1||Wtórny||2006|12.04.2023|09.01.2024|morizon-DH577612|874|0|1||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Klimatyczne mieszkanie w kamienicy przy Motławie|1 400 000 zł|Gdańsk, |Stare Miasto, | • 3 pokoje|83,92 m²|1/4|4||Tak|Wtórny||1930|05.08.2022|23.11.2022|morizon-PAN509136|2 423|0|||Kamienica|Cegła|Gazowe||||||Nie||||||||||||||||
Dwa zarabiające apartamenty przy Motławie|1 449 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|58 m²|2/6|6|3|Tak|Wtórny|Na wyłączność|2019|16.03.2023|20.12.2023|morizon-WH748889|1 425|0|1||Apartamentowiec|Cegła|Co Miejskie||||||||||||||||||||||
Apartament gotowy do wydania Perspektywa|1 720 000 zł|Gdańsk, |Aniołki, | • 4 pokoje|96,94 m²|2/4|4|3|Tak|Wtórny|Na wyłączność|2022|05.09.2023|11.01.2024|morizon-TC531339|612|0||05.09.2023|Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Opis nieruchomości|1 750 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|86 m²||3|||Wtórny||2011|20.11.2023|20.04.2024|morizon-HEX926639|286|0|||||||||||Tak||||||||||||||||
Prestiżowy apartament w Jelitkowie, Neptun Park|3 200 000 zł|Gdańsk, |Jelitkowo, | • 4 pokoje|82 m²|2/3|3|1|Tak|Wtórny||2010|28.12.2023|29.03.2024|morizon-500802|459|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Podwójny apartament w Prestiżowej Lokalizacji|1 835 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|55,85 m²|5/7|7|2||Wtórny|Na wyłączność|2019|29.03.2023|18.09.2023|morizon-WH448454|1 200|0|1||Apartamentowiec|YTong|Co Miejskie||||||||||||||||49,96 m²||||||
2 pokojowe mieszkanie z 150 m ogrodem w Oliwie|1 880 000 zł|Gdańsk, |Oliwa, | • 2 pokoje|65 m²|1/2|2|2||Wtórny||1906|14.04.2022|16.11.2022|morizon-WH488695|1 484|0|1||Kamienica|Cegła|Elektryczne||||||||||||||||||||||
Wyspa Sobieszewska 2 wykończone apartamenty|2 040 000 zł|Gdańsk, |Sobieszewko, | • 6 pokoi|113,31 m²||2||Tak|Wtórny||2015|22.09.2023|02.12.2023|morizon-DH346642|250|0|||Segment Środkowy||Gazowe||||||Tak||||||||||||||||
Gdańsk Stare Miasto- dwa wyposażone apartamenty|2 099 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|112,10 m²|2/3|3|2|Tak|Wtórny||1962|25.09.2023|08.12.2023|morizon-DH487044|297|0|||Kamienica||Gazowe||||||||||||||||||||||
Apartament z widokiem na panoramę Gdańska|2 149 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|133,18 m²|12/16|16||Tak|Wtórny||2015|04.04.2023|28.11.2023|morizon-NN565795|770|0|||Wieżowiec||Co Miejskie||||||Tak||||||||||||||||
Gdańsk Oliwa, Apartament trzypokojowy / Spa|2 234 930 zł|Gdańsk, |Oliwa, | • 3 pokoje|93,20 m²|2/3|3|2||Wtórny||2022|09.03.2023|03.06.2023|morizon-DH176364|587|0|||Apartamentowiec||||||||||||||||||88,77 m²||||||
Całe piętro kamienicy przystosowane dla 3 rodzin|2 312 975 zł|Gdańsk, |Wrzeszcz, | • 7 pokoi|132,17 m²|1/3|3||Tak|Wtórny||1900|24.10.2022|23.01.2024|morizon-PAN831993|1 615|0|||Kamienica|Cegła|Elektryczne||||||Nie||||||||||||||||
Komfortowy apartament z widokiem na marinę|2 560 000 zł|Gdańsk, |Sobieszewo, | • 3 pokoje|80 m²|2/2|2|2|Tak|Wtórny|Na wyłączność|2021|03.01.2023|25.01.2024|morizon-WH390002408|1 655|0|1||Apartamentowiec|Silikat|Co Miejskie||||||||||||||||||||||
Wysoki standard z pełnym wyposażeniem|2 799 000 zł|Gdańsk, |Wrzeszcz, | • 4 pokoje|94,05 m²||4||Tak|Wtórny||2020|24.03.2023|19.09.2023|morizon-PAN991450|957|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Tak||||||||||||||||
Luksusowy Apartament z ogrodem zimowym, przy plaży|3 200 000 zł|Gdańsk, |Jelitkowo, | • 4 pokoje|81,60 m²|2/3|3|3|Tak|Wtórny||2010|29.08.2023|05.11.2023|morizon-EC906914|872|0|||Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Apartament pod inwestycję, centrum Gdańska|3 388 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|120 m²|2/5|5||Tak|Wtórny|Na wyłączność|2010|01.03.2023|08.12.2023|morizon-DH100666|789|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Kawalerka na Siedlcach|340 000 zł|Gdańsk, |Siedlce, | • 2 pokoje|33,08 m²|1/2|2||Nie|Wtórny||1950|02.04.2024|03.04.2024|morizon-PAN626059|416|0|||Kamienica|Cegła|Gazowe||||||Nie||||||||||||||||
Zamiana na dwa pokoje|420 000 zł|Gdańsk, |Wrzeszcz, | • 1 pokój|28 m²|1/3|3||Tak|Wtórny|Na wyłączność||02.05.2023|20.03.2024|morizon-7|2 637|0|1||Kamienica|Cegła|Miejskie|||Osobna|1|Tak||||||||Bardzo dobry|||||||||
2 pokoje, Gdańsk południe|424 000 zł|Gdańsk, |Jasień, | • 2 pokoje|33,10 m²|1/4|4|||Wtórny|||09.04.2024|09.04.2024|morizon-875884|71|0||31.12.2024|||||||||||||||||||||||||
2 pokojowe mieszkanie ul Potęgowska|425 500 zł|Gdańsk, |Jasień, | • 2 pokoje|33,24 m²|1/4|4|||Pierwotny|||14.03.2024|14.03.2024|morizon-HEX751661|69|0|||||||||||||||||||||||||||
komfortowe mieszkanie ze słonecznym dużym balkonem|459 999 zł|Gdańsk, |Jasień, | • 2 pokoje|33 m²|1/3|3||Tak|Wtórny||2012|10.05.2023|13.06.2023|morizon-PAN743696|1 288|0|||Blok Mieszkalny|YTong|Co Miejskie||||||Nie||||||||||||||||
