Nazwa|Cena|Miasto|Dzielnica|Pokoje|Pow. całkowita|Piętro|Liczba pięter|Liczba sypialni|Balkon|Rynek|Rodzaj umowy|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba poziomów mieszkania|Dostępne od|Typ budynku|Materiał budowlany|Ogrzewanie|Inwestycja|Stan nieruchomości|Typ kuchni|Liczba łazienek|łazienka razem z WC|Taras|Pow. ogródka|Forma własności|Stolarka okienna|Pow. tarasu|Pow. loggii|Pow. balkonu|Stan budynku|Wysokość wnętrza|Pow. łazienki|Pow. użytkowa|Dodatkowe koszty|Cena do negocjacji|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
Luksusowy 3-pokojowy Apartament ul. Grobla|1 590 000 zł|Gdańsk, |Angielska Grobla| • 3 pokoje|65,61 m²|5/6|6|||Wtórny||2022|03.03.2024|19.03.2024|morizon-7/14488/OMS|135|0||31.03.2024|APARTAMENTOWIEC|CEGŁA|C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD||||||WŁASNOŚĆ||||||||||||||
Atrakcyjny apartament Oliwa Park|1 590 000 zł|Gdańsk, |Oliwa, | • 3 pokoje|79,80 m²|3/4|4||Tak|Wtórny|||13.01.2024|17.04.2024|morizon-6|450|0|||Blok||||||||Tak||Własność||16 m²||6 m²||||||||||
Moderna - Taras 40m2 - 2 miejsca w hali|1 599 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|64 m²||4|2||Wtórny|Na wyłączność|2019|26.09.2023|19.04.2024|morizon-621237|464|0||30.09.2023|Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
Centrum 3 pokojowy apartament Angielska Grobla|1 600 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|72,22 m²|4/5|5|2|Tak|Wtórny||2016|17.08.2023|08.04.2024|morizon-HEX207459|560|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
"Apartament w inwestycji neptun park | 90m od plaży"|1 699 999 zł|Gdańsk, |Jelitkowo, | • 2 pokoje|58 m²|2/3|3|||Wtórny||2009|02.01.2024|09.04.2024|morizon-303/9733/OMS|687|0||03.01.2024|NISKI BLOK|PUSTAK|C.O. Z SIECI MIEJSKIEJ|||ANEKS KUCHENNY|1||||WŁASNOŚĆ||||||||||||||
Apartament, Osiedle Moderna Scala, hala, komórka|1 710 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|90 m²|5/5|5|2||Wtórny||2017|11.03.2024|13.03.2024|morizon-WH978855|454|0|1||Apartamentowiec|Cegła|Co Miejskie||||||||||||||||||||||
Apartament przy Marinie do zamieszkania|1 750 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|71,20 m²||5|||Wtórny||2011|29.09.2023|15.12.2023|morizon-269230|330|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
"Kawalerka 35 m2 | oddzielna kuchnia | City Park |"|629 000 zł|Gdańsk M., |Gdańsk, | • 1 pokój|35 m²|6/11|11|1|Tak|Wtórny|||08.03.2024|08.03.2024|morizon-BHN-MS-4125-1|353|0|||Blok||||Do wprowadzenia|Oddzielna|||||||||||||||||||
Spectrum 3 pokoje! Gdańsk Przymorze|1 799 000 zł|Gdańsk, |Przymorze, | • 3 pokoje|62,51 m²|1/17|17|3|Tak|Wtórny||2018|08.05.2023|10.04.2024|morizon-DH362439|450|0|||Apartamentowiec|YTong|Co Miejskie||||||||||||||||65,54 m²||||||
Apartament w Oliwie z ogrodem ok 200 m2|1 800 000 zł|Gdańsk M., |Gdańsk, | • 3 pokoje|66,80 m²||2|2||Wtórny||2006|18.03.2024|18.03.2024|morizon-BHN-MS-4137-1|181|0|||Villa||||Bardzo dobry|Aneks kuchenny - połączony z salonem|1|Tak|Tak|||||||||||700|||||
"Rezydencja Marina | Przy Parku Reagana"|1 950 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|83 m²|1/3|3||Tak|Wtórny|Na wyłączność|2014|22.11.2023|11.04.2024|morizon-12074/8653/OMS|251|0||01.03.2024|APARTAMENTOWIEC|SILIKAT|C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|ODDZIELNA|1||||WŁASNOŚĆ||||||280 cm||||||||
Unikatowy apartament! Gdańsk Wrzeszcz|1 950 000 zł|Gdańsk, |Wrzeszcz, | • 5 pokoi|243 m²|3/3|3|3|Tak|Wtórny||2003|23.02.2023|11.04.2024|morizon-DH413528|673|0|2||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Innowacyjne mieszkanie w prestiżowej lokalizacji|2 099 000 zł|Gdańsk M., |Gdańsk, | • 4 pokoje|72 m²|3/3|3|3|Tak|Wtórny||2020|07.11.2023|21.04.2024|morizon-SML-MS-2588|400|0|||Nowe budownictwo|Nowa cegła|C.O. miejskie||Wysoki standard|Aneks kuchenny - połączony z salonem|1|Tak|||Własność|PCV 3 szyby, ciepły montaż|||8 m²||270 cm|||800|||||
Mieszkanie 243 m2 w centrum Wrzeszcza|2 200 000 zł|Gdańsk, |Wrzeszcz, | • 5 pokoi|243 m²|3/3|3||Tak|Wtórny||2005|27.08.2019|21.01.2024|morizon-869/8653/OMS|4 663|0|||APARTAMENTOWIEC|YTONG|C.O. Z SIECI MIEJSKIEJ,KOMINEK||WYSOKI STANDARD|OTWARTA|||||WŁASNOŚĆ||||||260 cm||||||||
Oryginalne Mieszkanie W Prestiżowej Lokalizacji|3 400 000 zł|Gdańsk, |Oliwa, | • 4 pokoje|84,80 m²|1/2|2|||Wtórny|Na wyłączność|1910|20.10.2023|03.04.2024|morizon-DH762594|465|0|||Kamienica|Cegła|Gazowe||||||||||||||||||||||
Kawalerka z możliwością odliczenia podatku VAT|315 000 zł|Gdańsk, |Łostowice, | • 1 pokój|27,13 m²|3/4|4|||Wtórny|Na wyłączność|2023|26.10.2023|08.04.2024|morizon-HEX565269|387|0|||Blok Mieszkalny|Porotherm|Co Miejskie||||||||||||||||||||||
Kawalerka Oddzielna kuchnia Parter Balkon Piwnica|419 000 zł|Gdańsk, |Osowa, | • 1 pokój|32 m²||4||Tak|Wtórny||2000|18.03.2024|22.04.2024|morizon-EC111111401757|180|0|||||||||||||||||||||||||||
Słoneczne 2 pokoje, zamknięte osiedle|449 000 zł|Gdańsk, |Zakoniczyn, | • 2 pokoje|40,65 m²|3/3|3||Tak|Wtórny||2004|04.03.2024|26.03.2024|morizon-PH879132|512|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Kawalerka pod klucz w doskonałej lokalizacji|489 000 zł|Gdańsk, |Morena, | • 1 pokój|30 m²|1/8|8|1||Wtórny|Na wyłączność|2013|27.02.2024|03.04.2024|morizon-MA586882336|553|0|||Apartamentowiec|Pustak|Co Miejskie||||||||||||||||||||||
Przymorze - 2 pokoje|515 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|38 m²|3/10|10||Tak|Wtórny||1975|07.03.2024|10.04.2024|morizon-PH963829|169|0|||||Co Miejskie||||||||||||||||||||||
Opis nieruchomości|525 000 zł|Gdańsk, |Suchanino, | • 2 pokoje|42 m²|1/4|4||Tak|Wtórny|||18.03.2024|08.04.2024|morizon-536554|238|0||18.03.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Przymorze! 2pokoje po remoncie|539 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|38 m²|10/10|10||Tak|Wtórny||1970|16.01.2024|18.04.2024|morizon-PAN949190|769|0|||Falowiec|Wielka płyta|Co Miejskie||||||Nie||||||||||||||||
Mieszkanie w super lokalizacji|552 000 zł|Gdańsk, |Jasień, | • 2 pokoje|48,50 m²|4/4|4||Tak|Wtórny||2023|08.03.2024|15.03.2024|morizon-PAN590156|139|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
2 pokoje w kameralnym budynku|559 000 zł|Gdańsk, |Ujeścisko, | • 2 pokoje|41,59 m²||1||Nie|Wtórny||2014|20.04.2023|20.04.2024|morizon-PAN734502|594|0||31.07.2023|Blok Mieszkalny|Pustak|Co Miejskie||||||Tak||||||||||||||||
Idealna inwestycja 2 pok blisko morza i SKM|569 000 zł|Gdańsk, |Żabianka, | • 2 pokoje|30,90 m²|7/10|10|||Pierwotny|Na wyłączność|1978|30.01.2024|17.04.2024|morizon-AG538292|379|0||29.02.2024|||||||||||||||||||||||||
Kompaktowe mieszkanie w świetnej lokalizacji|586 232 zł|Gdańsk, |Piecki-Migowo, | • 2 pokoje|43,08 m²|1/5|5|1|Tak|Pierwotny||2025|27.03.2024|27.03.2024|morizon-HEX325821|89|0||30.12.2025|||||||||||||||||||||||||
Doskonała inwestycja 2 pokoje, 50,55m2|599 000 zł|Gdańsk, |Ujeścisko, | • 2 pokoje|50,55 m²|2/3|3|||Wtórny||2006|22.04.2024|22.04.2024|morizon-PH227514|1|0|||||Co Miejskie||||||||||||||||||||||
Ścisła Starówka do remontu|599 000 zł|Gdańsk, |Stare Miasto, | • 1 pokój|34,37 m²|1/4|4|||Wtórny|Na wyłączność|1954|04.04.2024|04.04.2024|morizon-HEX334697|146|0|||||||||||||||||||||||||||
3 Pokoje gotowe do wprowadzenia|599 000 zł|Gdańsk, |Jasień, | • 3 pokoje|52,40 m²|3/3|3||Tak|Wtórny|||28.03.2024|28.03.2024|morizon-AG982262|111|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Super widok,Miejsce w hali,Komórka,Sauna/Fitness|624 000 zł|Gdańsk, |Letnica, | • 2 pokoje|44,07 m²|11/17|17||Tak|Pierwotny|Na wyłączność|2023|22.03.2024|19.04.2024|morizon-455912|132|0||22.03.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
"Ustawne mieszkanie | Blisko Zieleń"|635 176 zł|Gdańsk, |Jasień, | • 2 pokoje|44,33 m²|1/4|4|1|Tak|Pierwotny|||19.03.2024|17.04.2024|morizon-225763|42|0||01.12.2025|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
3 pokoje na Śródmieściu, sąsiedztwo Nowej Motławy|649 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|50,80 m²|4/9|9|||Wtórny|Na wyłączność|1962|10.10.2023|08.04.2024|morizon-SASO586|403|0|||Wieżowiec|Wielka płyta|Ogrzewanie miejskie||Normalny||||||Własność||||||||||||||
Gotowiec inwestycyjny! z najemcami, 5 pokoi|660 000 zł|Gdańsk, |Kołobrzeska| • 5 pokoi|54 m²||4||Nie|Wtórny||1970|13.11.2023|12.04.2024|morizon-PAN588206|341|0|||Blok Mieszkalny|Wielka płyta|Co Miejskie||||||Nie||||||||||||||||
Słoneczne 3-pokojowe mieszkanie w Oliwie|699 000 zł|Gdańsk, |Oliwa, | • 3 pokoje|52,23 m²|2/3|3|||Wtórny|||06.10.2023|06.03.2024|morizon-BON44171|945|0|||KAMIENICA||C.O. GAZOWE||WYSOKI STANDARD|ODDZIELNA|||||||||||||||||||
Przestronne 3 pokoje z dużym balkonem w Osowej|725 000 zł|Gdańsk, |Osowa, | • 3 pokoje|69,50 m²|1/2|2|2|Tak|Wtórny||1999|08.12.2023|15.04.2024|morizon-GOF520857|634|0||01.12.2023|Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
Przytulne mieszkanie w Gdańsk Osowa|760 000 zł|Gdańsk, |Osowa, | • 3 pokoje|59,33 m²|3/3|3|2||Wtórny||2008|12.03.2024|10.04.2024|morizon-GOF122639|116|0||01.03.2024|Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
4pokoje 88.1m2, Osowa|799 000 zł|Gdańsk, |Osowa, | • 4 pokoje|75,88 m²|1/1|1||Tak|Wtórny||2005|02.02.2024|18.04.2024|morizon-1635/13290/OMS|174|0|||NISKI WIELORODZINNY||C.O. GAZOWE|||OTWARTA|1||||||||||||||||||
Przestronne, dwupoziomowe mieszkanie w Gd Jasień|799 000 zł|Gdańsk, |Jasień, | • 4 pokoje|99,90 m²|4/4|4|4|Tak|Wtórny|Na wyłączność|1994|15.09.2023|16.04.2024|morizon-TC830282|523|0|2||Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Prestiż i luksus z industrialnym widokiem na rzekę|899 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|34 m²|1/5|5|1||Wtórny|Na wyłączność|2023|06.02.2024|26.03.2024|morizon-705442|142|0|||||||||||||||||||||||||||
Dwupokojowe mieszkanie na Zaspie|899 000 zł|Gdańsk, |Zaspa, | • 2 pokoje|55,40 m²|8/12|12|1|Tak|Wtórny||1990|25.01.2024|18.04.2024|morizon-ON335526|330|0|||Wieżowiec||Co Miejskie||||||||||||||||||||||
Mieszkanie z poddaszem w pięknej kamienicy|939 000 zł|Gdańsk, |Aniołki, | • 3 pokoje|63,17 m²|3/3|3|2||Wtórny|Na wyłączność|1920|21.02.2024|22.02.2024|morizon-DH512659|106|0|||Kamienica||Gazowe||||||||||||||||||||||
Gdańsk Centrum -3 pokoje z tarasem i garażem|999 000 zł|Gdańsk, |Olszynka| • 3 pokoje|66,92 m²|1/2|2||Nie|Wtórny||2024|08.01.2024|09.04.2024|morizon-PAN917518|187|0|||Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||Tak||||||||||||||||
700 Metrów do plaży! Kupujący NIE płaci 2% Podatku|1 019 000 zł|Gdańsk, |Letnica, | • 3 pokoje|65 m²|1/5|5|2|Tak|Wtórny||2023|26.02.2024|04.04.2024|morizon-903919|286|0|||||Co Miejskie||||||||||||||||||||||
Apartament pod inwestycje - 100 m od plaży|1 350 000 zł|Gdańsk, |Jelitkowo, | • 2 pokoje|38,30 m²||4|1||Wtórny||2010|18.12.2023|11.04.2024|morizon-356185|837|0|||Apartamentowiec||||||||Tak||||||||||||||||
Nowoczesne mieszkanie 3-pokojowe - Letnica, 65,9m2|1 095 000 zł|Gdańsk, |Letnica, | • 3 pokoje|65,89 m²|3/6|6||Tak|Wtórny||2019|12.02.2024|09.04.2024|morizon-326/9733/OMS|156|0||13.02.2024|MIESZKALNO-BIUROWY||C.O. Z SIECI MIEJSKIEJ|||OTWARTA|2||||||||||||||||||
Mieszkanie blisko centrum z działką 608 m2|1 099 000 zł|Gdańsk, |Siedlce, | • 3 pokoje|78,80 m²||1|3||Wtórny||1976|18.07.2023|22.04.2024|morizon-R-240711|249|0|1|18.07.2023|Segment Skrajny||Gazowe||||||Tak||||||||||||||||
4 POKOJE - GDAŃSK WRZESZCZ|1 200 000 zł|Gdańsk, |Wrzeszcz, | • 4 pokoje|88,40 m²|2/16|16||Tak|Wtórny||2009|17.11.2023|15.04.2024|morizon-PAN903776|646|0|||Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||Nie||||||||||||||||
"Apartament blisko morza | 3-pok | Zaspa | OKAZJA"|1 249 000 zł|Gdańsk, |Zaspa, | • 3 pokoje|65,06 m²|4/5|5|2|Tak|Wtórny|Na wyłączność|2017|09.02.2024|27.03.2024|morizon-AG713761|266|0||19.03.2024|Blok Mieszkalny|Konstrukcja żelbetowa|Co Miejskie||||||||||||||||||||||
Gdańsk ul. Wałowa TOP Lokalizacja|1 290 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|91,70 m²||3||Nie|Wtórny||1900|05.10.2023|12.04.2024|morizon-PAN209391|599|0|||Kamienica|Cegła|Co Miejskie||||||Nie||||||||||||||||
"Elegancki Widok na zatokę | Apartament Przymorze"|1 349 000 zł|Gdańsk, |Przymorze, | • 3 pokoje|79,60 m²|9/17|17||Tak|Wtórny||2011|13.10.2023|11.04.2024|morizon-ON956073|496|0|||Wieżowiec||Co Miejskie||||||||||||||||||||||
Przestrzenne 3 pokoje|1 626 170 zł|Gdańsk, |Artura Grottgera| • 3 pokoje|80,34 m²||3|||Wtórny|||27.03.2024|26.03.2024|morizon-HEX350576|64|0|||||||||||||||||||||||||||
"Unikatowy Apartament |79m | 3 Pokoje | Doki Gdańsk"|2 175 000 zł|Gdańsk, |Ks. Jerzego Popiełuszki| • 3 pokoje|79 m²|1/8|8|||Wtórny||2023|27.02.2024|15.04.2024|morizon-HEX771657|93|0|1||||||||||Tak||||||||||||||||
Apartament o Wysokim Standardzie, Piętro 2 z 3|2 244 439 zł|Gdańsk, |Oliwa, | • 4 pokoje|96,09 m²|2/3|3|3|Tak|Pierwotny||2024|28.11.2023|17.04.2024|morizon-285468|186|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Penthouse z widokiem na Stare Miasto|2 619 000 zł|Gdańsk, |Siedlce, | • 4 pokoje|130,95 m²|5/5|5||Tak|Pierwotny||2025|20.03.2024|11.04.2024|morizon-WH800840976|69|0|2|31.03.2025||Cegła|||||||||||||||||95,43 m²||||||
Apartament z tarasem na dachu - widok na morze|5 500 000 zł|Gdańsk, |Jelitkowo, | • 4 pokoje|95 m²|3/3|3|3|Tak|Wtórny||2015|16.04.2024|16.04.2024|morizon-482659|59|0|1|06.09.2023|Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
KAWALERKA BLISKO MORZA|365 000 zł|Gdańsk, |Przymorze, | • 1 pokój|19 m²|4/4|4|1|Nie|Wtórny||1967|30.01.2024|20.04.2024|morizon-PAN527601|332|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
"Kawalerka na Gdańskich Siedlcach | blisko centrum miasta | wydanie od zaraz"|399 000 zł|Gdańsk, |Siedlce| • 1 pokój|31 m²|9/10|10|||Wtórny||1977|02.04.2024|17.04.2024|morizon-525493|61|0||||Płyta|||Dobry|Jasna, oddzielna|1||||Spół. własnościowe z KW||||||||||||||
Kompaktowe, ustawne, 12 min do centrum Gdańska|425 500 zł|Gdańsk, |Łostowice| • 2 pokoje|34,96 m²|2/4|4|||Pierwotny||2024|01.04.2022|01.03.2024|morizon-5986/8976/OMS|1 062|0|||BLOK||C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA||||||WŁASNOŚĆ||||||||||||||
Idealna lokata kapitału. Mieszkanie w centrum|493 238 zł|Gdańsk, |Przeróbka, | • 1 pokój|27,71 m²||4|||Pierwotny||2024|21.04.2024|16.04.2024|morizon-ECN735047723|11|0||09.09.2024|Blok Mieszkalny||||||||||||||||||||||||
Świetna lokalizacja-blisko centrum-dobry dojazd|499 000 zł|Gdańsk, |Morena Piecki-Migowo, | • 1 pokój|30,19 m²|1/3|3|1||Wtórny||2012|13.03.2024|03.04.2024|morizon-CP388345|139|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
KAWALERKA z 2012r NA MORENIE|499 000 zł|Gdańsk, |Morena, | • 1 pokój|30,19 m²|1/3|3||Tak|Wtórny||2012|07.03.2024|07.03.2024|morizon-PAN315744|151|0||23.02.2024|Blok Mieszkalny|Cegła|Co Miejskie||||||Nie||||||||||||||||
"Świeżo po Remoncie | Taniej niż u Dewelopera"|509 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|36,60 m²|1/4|4|1|Tak|Wtórny|Na wyłączność|2023|06.02.2024|20.03.2024|morizon-HEX502900|206|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Gdańsk Śródmieście 2 pokoje świetna lokalizacja blisko SKM, ZTM, Stoczni Gdański|559 000 zł|Gdańsk, |Śródmieście| • 2 pokoje|33,15 m²|3/3|3|||Wtórny||1920|29.02.2024|17.04.2024|morizon-525128|105|0||||Cegła|||Bardzo dobry|Oddzielna|1||||Własność||||||||||||||
Przytulne 2 pokoje z dużym balkonem|579 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|44,61 m²|2/3|3||Tak|Wtórny||2008|19.02.2024|02.04.2024|morizon-PAN623504|156|0|||Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||Nie||||||||||||||||
Dwa pokoje przy Starówce|589 000 zł|Gdańsk, |Stare Miasto, | • 2 pokoje|50 m²|3/3|3|1|Nie|Wtórny|Na wyłączność|1956|08.02.2024|18.04.2024|morizon-151326|410|0|||Kamienica|Cegła|Gazowe||||||Nie||||||||||||||||
Mieszkanie, Gdańsk Matarnia|721 000 zł|Gdańsk, |Matarnia, | • 3 pokoje|65 m²|3/3|3||Tak|Wtórny|Na wyłączność|1992|07.01.2024|09.04.2024|morizon-28366/3685/OMS|158|0||31.03.2024|NISKI BLOK|PUSTAK|C.O. Z SIECI MIEJSKIEJ||DOBRY|OTWARTA|1||||WŁASNOŚĆ||||||250 cm||||||||
Wygodne 3 pokojowe mieszkanie z balkonem|760 000 zł|Gdańsk, |Kiełpinek, | • 3 pokoje|49,38 m²|3/8|8||Tak|Wtórny||2016|31.01.2024|28.03.2024|morizon-PAN539797|293|0|||Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||Nie||||||||||||||||
"Mieszkanie 3-pok | Rozkładowe | Weranda | Ogródek"|760 000 zł|Gdańsk, |Wrzeszcz, | • 3 pokoje|59,50 m²|1/2|2|2||Wtórny|||29.01.2024|19.03.2024|morizon-AG666801|282|0||26.01.2024|Kamienica|Cegła|Gazowe||||||||||||||||||||||
blisko Śródmieścia, świetnie skomunikowane|775 360 zł|Gdańsk, |Śródmieście, | • 1 pokój|48,46 m²||5|||Pierwotny||2024|21.02.2024|21.02.2024|morizon-DH916590|84|0||01.10.2024|Blok Mieszkalny||Co Miejskie||||||Tak||||||||||||||||
1,5km do morza! Piękny widok! Odbiór na wiosnę|785 235 zł|Gdańsk, |Letnica, | • 2 pokoje|47,59 m²|10/17|17|1||Wtórny|Na wyłączność|2024|14.11.2023|09.02.2024|morizon-K3N210046|77|0|1|01.04.2024|Apartamentowiec|Cegła|Co Miejskie||||||||||||||||||||||
3 pokoje z tarasem|787 640 zł|Gdańsk, |Przymorze, | • 3 pokoje|56,26 m²|1/2|2|2||Wtórny||1950|12.04.2024|19.04.2024|morizon-742897|85|0|1||||||||||Tak||||||||||||||||
Ekskluzywny apartament z widokiem na Gdańsk iSopot|790 000 zł|Gdańsk M., |Gdańsk, | • 2 pokoje|39,35 m²|11/16|16||Tak|Wtórny|||02.03.2024|02.03.2024|morizon-BAJ-MS-5246-6|130|0|||Blok||C.O. miejskie||Idealny|Aneks kuchenny - połączony z salonem|1|Tak|||Własność|Nowe PCV|||4,61 m²|||||590|||||
Gotowe mieszkanie w odrestaurowanej kamienicy|799 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|65,26 m²|3/3|3|1||Wtórny|Na wyłączność|1910|10.12.2023|16.04.2024|morizon-391305|241|0|||Kamienica|Cegła|Gazowe||||||||||||||||||||||
"ostatnie piętro | nowe budownictwo | 3 pokoje"|829 000 zł|Gdańsk, |Jasień, | • 3 pokoje|63,96 m²|4/4|4|2|Tak|Wtórny||2020|06.02.2024|14.02.2024|morizon-487127|249|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
1,5km do morza! Piękny widok! Odbiór na wiosnę|836 230 zł|Gdańsk, |Letnica, | • 2 pokoje|49,19 m²|9/17|17|1||Wtórny|Na wyłączność|2024|14.11.2023|09.02.2024|morizon-K3N934442|88|0|1|01.05.2024|Apartamentowiec|Cegła|Co Miejskie||||||||||||||||||||||
3pokoje- 2 hale i komórka-wysoki standard budynku|849 000 zł|Gdańsk, |Letnica, | • 3 pokoje|65,47 m²|7/12|12|2|Tak|Wtórny|Na wyłączność|2023|29.01.2024|19.04.2024|morizon-CP959512|174|0|||Apartamentowiec|Silikat|Co Miejskie||||||||||||||||63,52 m²||||||
18 piętro, 3 pokoje|861 350 zł|Gdańsk, |Letnica, | • 3 pokoje|49,22 m²|18/18|18|||Pierwotny||2024|11.03.2024|11.03.2024|morizon-3|47|0|1|30.06.2024|Apartamentowiec||||Do wykończenia|Aneks|||||Własność|||||Bardzo dobry|||||||||
Gdańsk Morena - 4 pokoje z balkonem, bez prowizji|865 878 zł|Gdańsk, |Aleja Pawła Adamowicza| • 4 pokoje|77,12 m²|1/4|4|3||Wtórny||2025|19.03.2024|03.04.2024|morizon-HEX521206|47|0|||||||||||||||||||||||||||
3 pokoje z balkonem, 2 łazienki -odbiór II kw.2024|869 941 zł|Gdańsk, |Morena, | • 3 pokoje|72,10 m²|1/4|4||Tak|Pierwotny||2024|05.03.2024|22.04.2024|morizon-DH421766|82|0||30.06.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Opis nieruchomości|1 570 868 zł|Gdańsk, |Śródmieście, | • 3 pokoje|71,08 m²|||||Pierwotny||2024|01.03.2024|22.04.2024|morizon-28-28.7|670|146||||||KAMIENNA 28|||||||||||||||||||||
"OKAZJA | 2-pok. | INWESTYCJA PREMIUM | OLIWA"|871 548 zł|Gdańsk M., |Gdańsk, | • 2 pokoje|40,80 m²|2/3|3|1|Tak|Pierwotny||2024|08.03.2024|16.04.2024|morizon-BHN-MS-4117|125|0|||Apartamentowiec||||Deweloperski||||||||||||||||||||
4 pokoje, Horizon|874 939 zł|Gdańsk, |Starowiejska| • 4 pokoje|81,77 m²|4/18|18||Tak|Pierwotny||2024|11.03.2024|11.03.2024|morizon-4|58|0|1||Apartamentowiec||||Do wykończenia|Aneks|||||Własność||||8,47 m²|Bardzo dobry|||||||||
Atrakcyjny apartament inwestycyjny z ogródkiem|943 950 zł|Gdańsk, |Aniołki, | • 3 pokoje|53,94 m²||3|2||Pierwotny||2024|06.02.2024|16.04.2024|morizon-Styl489874759|136|0||31.12.2024|Apartamentowiec||Co Miejskie||||||||||||||||||||||
Dla rodziny, Blisko park i plaża ! Niski blok|955 000 zł|Gdańsk, |Letnica, | • 3 pokoje|64,12 m²|4/5|5||Tak|Wtórny||2021|14.02.2023|22.03.2024|morizon-DH689116|542|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
3 pokoje w świetnej komunikacji|1 008 548 zł|Gdańsk, |Chełm, | • 3 pokoje|56,66 m²|1/2|2|||Pierwotny|||27.03.2024|25.03.2024|morizon-HEX532179|30|0|||||||||||||||||||||||||||
3 Pokoje z garażem w sercu Gdańska|1 050 000 zł|Gdańsk, |Śródmieście, | • 3 pokoje|53 m²|2/7|7|||Wtórny||2022|07.02.2024|19.04.2024|morizon-1918/13290/OMS|103|0|||BLOK||C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD|ANEKS KUCHENNY|1||||WŁASNOŚĆ||||||||||||||
4-pokojowe mieszkanie przy Al. Grunwaldzkiej|1 050 000 zł|Gdańsk, |Wrzeszcz, | • 4 pokoje|91,44 m²|1/5|5||Tak|Wtórny|Na wyłączność|1920|22.08.2023|19.04.2024|morizon-DANI490|519|0|||Kamienica|Cegła przedwojenna|Ogrzewanie miejskie||Do odnowienia|Kuchnia zamykana z oknem|||||Własność||||||||||||||
Przymorze, nowe budownictwo|1 150 000 zł|Gdańsk, |Przymorze, | • 4 pokoje|72,20 m²|3/3|3||Tak|Wtórny|Na wyłączność|2009|07.03.2024|25.03.2024|morizon-PAN501296|324|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Tak||||||||||||||||
duży balkon z ładnym widokiem|1 152 000 zł|Gdańsk, |Letnica, | • 4 pokoje|78,40 m²|3/7|7||Tak|Wtórny||2018|01.02.2024|29.03.2024|morizon-PAN875209|121|0|||Blok Mieszkalny|YTong|Co Miejskie||||||Nie||||||||||||||||
REZERWACJA|1 199 000 zł|Gdańsk, |Wrzeszcz, | • 6 pokoi|127,90 m²|2/3|3|||Wtórny|Na wyłączność|1920|25.01.2024|04.04.2024|morizon-28368/3685/OMS|499|0||01.02.2024|KAMIENICA|CEGŁA|C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|ODDZIELNA|2||||WŁASNOŚĆ||||||320 cm||||||||
