,Unnamed: 0,Nazwa,Cena,Miasto,Dzielnica_N,Dzielnica_Oryg,Pokoje,Stan nieruchomości,Pow. całkowita,Wysokość wnętrza,Piętro,Liczba pięter,Liczba sypialni,Typ kuchni,łazienka razem z WC,Balkon,Stolarka okienna,Depozyt za wynajem,Dodatkowe koszty,Rynek,Forma własności,Rodzaj umowy,Typ budynku,Data dodania,Aktualizacja,Numer ogłoszenia,Liczba odsłon,Liczba Punktów Podbić,Liczba łazienek,Pow. balkonu,Taras,Pow. loggii,Rok budowy,Stan budynku,Ogrzewanie,Dostępne od,Materiał budowlany,Liczba poziomów mieszkania,Pow. łazienki,Pow. tarasu,Pow. ogródka,Pow. użytkowa,Cena do negocjacji,Typ oferty,Inwestycja,Typ nieruchomości,Typ domu,Lokalizacja garażu,Pow. działki
3708,3708,2 pokojowy apartament przy Martwej Wiśle,725 725 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 2 pokoje,,"41,54 m²",,1,4,,,,,,,,Wtórny,,,,14.03.2024,13.03.2024,morizon-HEX970025,53,0,,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
3709,3709,"Gdańsk, Siedlce, 4 pokoje w Super lokalizacji",750 000 zł,Gdańsk,Siedlce,"Siedlce, ", • 4 pokoje,,"92,65 m²",,3,10,,,,,,,,Wtórny,,,,27.12.2022,08.10.2023,morizon-PH962520,1 278,0,,,,,1930.0,,Elektryczne,,,,,,,,,Sprzedaży,,,,,
3710,3710,Mieszkanie dwupkojowe na styku Wrzeszcza i Brzeźna,770 634 zł,Gdańsk,Brzeźno,"Gdańsk, ", • 2 pokoje,Deweloperski,"47,57 m²",,1,4,1.0,Aneks kuchenny - połączony z salonem,Tak,,,,,Pierwotny,,,Budynek wielorodzinny,06.09.2023,14.11.2023,morizon-BHN-MS-3739,214,0,1.0,10 m²,Tak,,,,,,,,"4,68 m²",,,,,Sprzedaży,,,,,
3711,3711,Mieszkanie przy Długim Targu,790 000 zł,Gdańsk,Śródmieście,"Stare Miasto, ", • 2 pokoje,,"52,60 m²",,1,2,1.0,,,,,,,Wtórny,,,Kamienica,13.09.2023,23.11.2023,morizon-DH590997,1 608,0,,,,,1960.0,,Co Miejskie,15.09.2023,,,,,,,,Sprzedaży,,,,,
3712,3712,Wrzeszcz 2 pokoje wysoki standard,890 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,"38,72 m²",,1,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,05.09.2023,22.11.2023,morizon-PH987559,488,0,,,,,2019.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3713,3713,3 minutki od morza w zabytkowej kamienicy,960 000 zł,Gdańsk,Brzeźno,"Brzeźno, ", • 2 pokoje,,38 m²,,4,4,,,,,,,,Wtórny,,,Kamienica,23.08.2023,19.10.2023,morizon-356104,404,0,,,,,1909.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3714,3714,"Stara Oliwa, Podhalańska, 3 pokojowe mieszkanie, 2",1 150 000 zł,Gdańsk,Oliwa,"Oliwa, ", • 3 pokoje,,"78,75 m²",,4,4,,Osobna,,Nie,,,,Wtórny,Własność,Na wyłączność,,03.12.2022,08.05.2023,morizon-AK0884,1 556,0,1.0,,Nie,,,Częściowo po remoncie,Gazowe,,,,,,,,,Sprzedaży,,,,,
3715,3715,2 pokojowy apartament z ogródkiem,1 380 675 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 2 pokoje,,"69,32 m²",,4,4,,,,,,,,Pierwotny,,,,12.03.2024,12.03.2024,morizon-HEX435884,46,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3716,3716,Awiator Gdańsk Zaspa 3 pokoje hala garażowa dwa balkony,1 499 900 zł,Gdańsk,Zaspa,Zaspa, • 3 pokoje,Bardzo dobry,69 m²,,4,6,,,,,,,,Wtórny,Własność,,,05.01.2024,23.02.2024,morizon-524176,257,0,1.0,,,,,,,,,,,,,,,Sprzedaży,,,,,
3717,3717,Oliwa - 4 pokoje - ogród - Premium,1 809 296 zł,Gdańsk,VII Dwór,Polanki, • 4 pokoje,,"77,39 m²",,1,4,3.0,,,,,,,Wtórny,,,,07.02.2024,05.02.2024,morizon-HEX998623,92,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3718,3718,Blisko centrum - Słoneczne 4 pokoje z 2 balkonami,1 940 280 zł,Gdańsk,Siedlce,"Siedlce, ", • 4 pokoje,,"112,48 m²",,3,4,3.0,,,,,,,Wtórny,,,,25.01.2024,28.03.2024,morizon-HEX378814,155,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3719,3719,Kawalerka Gdańsk Nowy Port + komórka lokatorska 10m2 + ogródek inwestycja,299 999 zł,Gdańsk,Nowy Port,Nowy Port, • 1 pokój,Dobry,26 m²,,1,4,,"Jasna, oddzielna",,,,,,Wtórny,Własność,,,20.12.2023,18.04.2024,morizon-524104,541,0,1.0,,,,1900.0,,,,Cegła,,,,,,,Sprzedaży,,,,,
3720,3720,"32 m2, 2 pokoje",440 000 zł,Gdańsk,Orunia,"Orunia Górna, ", • 2 pokoje,,"32,65 m²",,3,4,1.0,,,Tak,,,,Wtórny,,Na wyłączność,,04.04.2024,05.04.2024,morizon-917919,59,0,,,,,2023.0,,,,,1.0,,,,,,Sprzedaży,,,,,
3721,3721,Opis nieruchomości,474 165 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 1 pokój,,"25,70 m²",,1,4,,,,,,,,Pierwotny,,,,22.03.2024,22.03.2024,morizon-217745,35,0,,,,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3722,3722,"2 pokoje - Gdańsk Łostowice 39,92 m2 - 510 976-zł",510 976 zł,Gdańsk,Ujeścisko-Łostowice,Łostowice, • 2 pokoje,,"39,92 m²",,1,4,,Półotwarta,,Tak,,,,Pierwotny,Własność,,,06.12.2023,05.12.2023,morizon-OR016210,93,0,1.0,"4,50 m²",Nie,,2023.0,Deweloperski,C.o. miejskie,,,,,,,,,Sprzedaży,,,,,
3723,3723,Pod inwestycję i do zamieszkania,558 960 zł,Gdańsk,Jasień,"Jasień, ", • 1 pokój,,"27,40 m²",,1,4,,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,12.02.2024,20.02.2024,morizon-DH353871,72,0,,,,,2024.0,,,31.12.2025,,,,,,,,Sprzedaży,,,,,
3724,3724,Opis nieruchomości,568 506 zł,Gdańsk,Orunia,"Orunia Górna, ", • 3 pokoje,,"61,86 m²",,4,4,,,,,,,,Pierwotny,,,,22.03.2024,22.03.2024,morizon-927339,52,0,,,,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3725,3725,Duże narożne 4-pokojowe mieszkanie| Nowe osiedle,610 745 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,,"65,63 m²",,4,4,,,,Tak,,,,Pierwotny,,,,21.02.2024,21.02.2024,morizon-HEX814437,82,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3726,3726,Inwestycja Premium z Balkonem Łostowice,625 652 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,,"67,06 m²",,1,4,3.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,09.08.2023,08.11.2023,morizon-518808,204,0,,,,,2023.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3727,3727,Mieszkanie ul. Pawła Adamowicza,626 878 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,"44,08 m²",,3,3,,,,,,,,Pierwotny,,,,18.01.2024,18.01.2024,morizon-HEX185184,41,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3728,3728,Piekne mieszkanie w cichym miejscu na Matrani,640 000 zł,Gdańsk,Matarnia,"Matarnia, ", • 2 pokoje,,44 m²,,1,4,,,,Nie,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,01.03.2024,04.03.2024,morizon-PAN446409,110,0,,,Nie,,2018.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
3729,3729,Mieszkanie w nowym budownictwie po remoncie,640 000 zł,Gdańsk,Jasień,"Kiełpinek, ", • 2 pokoje,,"50,50 m²",,1,4,1.0,,,,,,,Wtórny,,,Blok Mieszkalny,08.01.2024,08.04.2024,morizon-WIL567517,138,0,,,,,2001.0,,Co Miejskie,07.01.2024,Cegła,,,,,,,Sprzedaży,,,,,
3730,3730,2 pokoje nowe idealne na wynajem,641 440 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"40,50 m²",,1,5,,,,,,,,Wtórny,,Na wyłączność,,29.06.2023,19.02.2024,morizon-HEX384821,204,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3731,3731,"4 pokoje - Gdańsk Łostowice 57,91 m2",645 697 zł,Gdańsk,Ujeścisko-Łostowice,Łostowice, • 3 pokoje,,"57,91 m²",,1,4,,Półotwarta,Nie,Tak,,,,Pierwotny,Własność,,,06.12.2023,05.12.2023,morizon-OR016208,93,0,1.0,"4,50 m²",Nie,,2023.0,Deweloperski,C.o. miejskie,,,,,,,,,Sprzedaży,,,,,
3732,3732,Gdańsk | Atrakcyjne 3 pokoje | Doskonale skomunikowane,692 639 zł,Gdańsk,Piecki-Migowo,"Piecki-Migowo, ", • 3 pokoje,Do wykończenia,"57,63 m²",,1,4,,,,Tak,,,,Pierwotny,Własność,,Blok,02.01.2024,23.02.2024,morizon-10,550,0,,,,,2024.0,,,30.06.2024,,,,,,,,Sprzedaży,,,,,
3733,3733,Dwupoziomowe mieszkanie w wysokim standardzie,708 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 3 pokoje,,75 m²,,1,4,,,,,,,,Wtórny,,,Blok Mieszkalny,12.07.2023,15.11.2023,morizon-948294,198,0,,,,,2017.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3734,3734,Mieszkanie 3-pokojowe 53.5m2 - Gdańsk Orunia Górna,717 570 zł,Gdańsk,Orunia,"Orunia Górna, ", • 3 pokoje,,"53,55 m²",,8,10,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,18.12.2023,23.03.2024,morizon-DJ363699,80,0,,,Tak,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3735,3735,Mieszkanie 3-pokojowe 53.5m2 - Gdańsk Orunia Górna,717 570 zł,Gdańsk,Orunia,"Orunia Górna, ", • 3 pokoje,,"53,55 m²",,3,4,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,18.12.2023,23.03.2024,morizon-DJ597648,94,0,,,Tak,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3736,3736,Gdańsk Ujeścisko- ostatnie lokale,724 510 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko, ", • 4 pokoje,,"68,35 m²",,1,4,3.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,23.11.2022,24.02.2024,morizon-DH406047,597,0,,,,,2022.0,,,,,,,,,,,Sprzedaży,,,,,
3737,3737,Mieszkanie 3pokojowe 54m2 Gdańsk Łostowice,725 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,,"68,35 m²",,6,10,3.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,15.12.2023,21.03.2024,morizon-DJ319768,81,0,,,,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3738,3738,Opis nieruchomości,742 301 zł,Gdańsk,Jasień,Sympatyczna, • 4 pokoje,,"69,18 m²",,7,10,,,,,,,,Pierwotny,,,,22.03.2024,22.03.2024,morizon-802059,63,0,,,,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3739,3739,Wyspa Sobieszewska 2 pokoje w nowym budownictwie,819 180 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 2 pokoje,,"36,58 m²",,4,4,,,,,,,,Pierwotny,,,,12.03.2024,12.03.2024,morizon-HEX951779,54,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3740,3740,Mieszkanie dwupkojowe na styku Wrzeszcza i Brzeźna,887 739 zł,Gdańsk,Brzeźno,"Gdańsk, ", • 2 pokoje,Deweloperski,"51,86 m²",,1,4,1.0,Aneks kuchenny - połączony z salonem,Tak,Tak,,,,Pierwotny,,,Budynek wielorodzinny,06.09.2023,14.11.2023,morizon-BHN-MS-3740,141,0,1.0,,,,,,,,,,"4,93 m²",,,,,Sprzedaży,,,,,
3741,3741,3 pokoje | Odbiór czerwiec 2024 | bez prowizji,910 719 zł,Gdańsk,Jasień,Stolema, • 3 pokoje,,"72,10 m²",,1,4,,,,,,,,Wtórny,,,,27.02.2024,27.02.2024,morizon-HEX793706,82,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3742,3742,4 Pokoje Gdańsk Morena I Zakup bez prowizji,980 513 zł,Gdańsk,Piecki-Migowo,Aleja Pawła Adamowicza, • 4 pokoje,,"85,76 m²",,1,4,,,,,,,,Wtórny,,,,27.02.2024,27.02.2024,morizon-HEX192249,75,0,,,,,2025.0,,,,,,,,,,,Sprzedaży,,,,,
3743,3743,Mieszkanie 3-pokojowe na styku Wrzeszcza i Brzeźna,1 018 140 zł,Gdańsk,Brzeźno,"Gdańsk, ", • 3 pokoje,Deweloperski,"64,57 m²",,7,10,2.0,Aneks kuchenny - połączony z salonem,Tak,Tak,,,,Pierwotny,,,Budynek wielorodzinny,06.09.2023,15.12.2023,morizon-BHN-MS-3741,336,0,1.0,"6,31 m²",,,,,,,,,,,,,,Sprzedaży,,,,,
3744,3744,Mieszkanie 3-pokojowe na styku Wrzeszcza i Brzeźna,1 049 521 zł,Gdańsk,Brzeźno,"Gdańsk, ", • 3 pokoje,Deweloperski,"64,57 m²",,1,2,2.0,Aneks kuchenny - połączony z salonem,Tak,Tak,,,,Pierwotny,,,Budynek wielorodzinny,06.09.2023,14.11.2023,morizon-BHN-MS-3742,234,0,1.0,"11,42 m²",,,,,,,,,"5,33 m²",,,,,Sprzedaży,,,,,
3745,3745,3 pokoje w nowym budownictwie Wrzeszcz,1 200 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 3 pokoje,,55 m²,,1,4,,,,,,,,Wtórny,,Na wyłączność,,09.06.2023,19.02.2024,morizon-HEX549896,550,0,,,,,2019.0,,,,,,,,,,,Sprzedaży,,,,,
3746,3746,Nowoczesny apartament na Wyspie Sobieszewskiej,1 322 865 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 2 pokoje,,"64,55 m²",,1,4,,,,,,,,Pierwotny,,,,12.03.2024,12.03.2024,morizon-HEX129247,41,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3747,3747,Oliwa - 3 pokoje - ogród - Premium,1 336 611 zł,Gdańsk,VII Dwór,Polanki, • 3 pokoje,,"67,56 m²",,1,4,2.0,,,,,,,Wtórny,,,,07.02.2024,05.02.2024,morizon-HEX292635,76,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3748,3748,Oliwa - 3 pokoje - ogród - Premium,1 402 052 zł,Gdańsk,VII Dwór,Polanki, • 3 pokoje,,"70,51 m²",,2,3,2.0,,,,,,,Wtórny,,,,07.02.2024,05.02.2024,morizon-HEX545153,89,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3749,3749,Mieszkanie 5-pokojowe na styku Wrzeszcza i Brzeźna,1 727 482 zł,Gdańsk,Brzeźno,"Gdańsk, ", • 3 pokoje,Deweloperski,"99,97 m²",,1,4,2.0,Aneks kuchenny - połączony z salonem,Tak,Tak,,,,Pierwotny,,,Budynek wielorodzinny,06.09.2023,14.11.2023,morizon-BHN-MS-3744,230,0,1.0,,,,,,,,,,"5,33 m²",,,,,Sprzedaży,,,,,
3750,3750,Klimatyczna inwestycja w Śródmieści Gdańska,1 916 219 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"97,25 m²",,1,4,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,25.02.2024,04.03.2024,morizon-DH766535,76,0,,,Tak,,2024.0,,,30.12.2023,,,,,,,,Sprzedaży,,,,,
3751,3751,Kawalerka blisko morza,299 000 zł,Gdańsk,Nowy Port,"Nowy Port, ", • 1 pokój,,26 m²,,4,4,1.0,,,,,,,Wtórny,,,Kamienica,08.01.2024,08.04.2024,morizon-739272,609,0,,,,,1900.0,,Gazowe,08.01.2024,Cegła,1.0,,,,,,Sprzedaży,,,,,
3752,3752,2-pokojowe mieszkanie z ogródkiem| Nowe osiedle,396 576 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,"36,90 m²",,1,4,,,,,,,,Pierwotny,,,,26.02.2024,08.03.2024,morizon-HEX573069,109,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3753,3753,2 Pokoje | Ogród | Wysoki standard,500 000 zł,Gdańsk,Ujeścisko-Łostowice,Łostowice, • 2 pokoje,Bardzo dobry,37 m²,,3,3,,Aneks kuchenny,,,,,,Wtórny,Własność,,,19.11.2023,17.04.2024,morizon-523558,140,0,1.0,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
3754,3754,Gdańsk 2 pokoje z balkonem. Po remoncie,550 000 zł,Gdańsk,Ujeścisko-Łostowice,Konstantego Bergiela, • 2 pokoje,,56 m²,,2,3,,,,Tak,,,,Wtórny,,,,25.08.2023,03.11.2023,morizon-879096,516,0,,,,,2005.0,,,25.08.2023,,,,,,52 m²,,Sprzedaży,,,,,
3755,3755,Nowe urządzone 2 pokoje w wysokim standardzie,579 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,37 m²,,1,4,,,,,,,,Wtórny,,,,25.09.2023,09.12.2023,morizon-HEX456105,179,0,,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
3756,3756,Mieszkanie 3pokojowe 54m2 - Gdańsk Łostowice,598 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 3 pokoje,,"54,35 m²",,1,1,2.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,14.12.2023,21.03.2024,morizon-DJ471273,86,0,,,,,2025.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3757,3757,Gotowe 4 pokoje,608 160 zł,Gdańsk,Zakoniczyn,"Zakoniczyn, ", • 4 pokoje,,"72,40 m²",,1,4,3.0,,,Tak,,,,Pierwotny,,Na wyłączność,,28.10.2023,22.01.2024,morizon-HEX260316442,222,0,,,,,2023.0,,,30.11.2023,,,,,,,,Sprzedaży,,,,,
3758,3758,Mieszkanie 2-pokojowe 40m2 w Centrum Gdańska,633 422 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"40,09 m²",,1,4,2.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,03.01.2024,02.04.2024,morizon-DJ469290,102,0,,,,,2024.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3759,3759,"Wielkie WOW, gotowe do zamieszkania",650 000 zł,Gdańsk,Zakoniczyn,"Zakoniczyn, ", • 3 pokoje,,"64,26 m²",,1,4,,,,Tak,,,,Wtórny,,,,04.01.2024,18.04.2024,morizon-PH103601,344,0,,,,,2013.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3760,3760,"Słoneczne mieszkanie 54,70",670 000 zł,Gdańsk,Osowa,"Osowa, ", • 2 pokoje,,"63,20 m²",,2,3,,,,,,,,Wtórny,,,,18.02.2024,18.02.2024,morizon-1538313750,504,0,,,,,,,,Od zaraz,,,,,,,,Sprzedaży,,,,,
3761,3761,Przestronne mieszkanie 3 pokojowe z antresolą,681 000 zł,Gdańsk,Kokoszki,Kokoszki, • 3 pokoje,,"89,43 m²",,1,4,,,,,,,,Pierwotny,,,,12.05.2023,15.01.2024,morizon-OF987540658,294,0,,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
3762,3762,Mieszkanie 3-pokojowe 58.7m2 - Gdańsk Orunia Górna,717 570 zł,Gdańsk,Orunia,"Orunia Górna, ", • 3 pokoje,,"58,69 m²",,1,4,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,18.12.2023,23.03.2024,morizon-DJ833936,100,0,,,Tak,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3763,3763,Mieszkanie 3pokojowe 54m2 Gdańsk Łostowice,791 816 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,,"68,26 m²",,1,4,3.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,14.12.2023,21.03.2024,morizon-DJ849187,93,0,,,,,2025.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3764,3764,Apartament dla koneserów życia,799 725 zł,Gdańsk,Siedlce,Szara, • 3 pokoje,,"60,40 m²",,2,3,,,,,,,,Pierwotny,,,Apartamentowiec,09.12.2023,25.02.2024,morizon-ECN441056759,198,0,,,,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3765,3765,"Po remoncie, widok na starą Halę Targową",940 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,63 m²,,1,3,,,,Tak,,,,Wtórny,,Na wyłączność,,29.08.2022,06.11.2023,morizon-HEX397127674,1 396,0,,,,,,,,,,,,,,,,Sprzedaży,,,,,
3766,3766,Trzy apartamenty w centrum Gdańska w cenie jednego,1 150 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,55 m²,,2,2,,Brak,Nie,Tak,,,,Wtórny,Spółdzielcze własnościowe z KW,Na wyłączność,,11.01.2024,11.01.2024,morizon-NY018261,259,0,3.0,3 m²,Nie,,1970.0,Wysoki standard,Gazowe,,,,,,,,,Sprzedaży,,,,,
3767,3767,Klimatyczna inwestycja w Śródmieści Gdańska,1 468 566 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"74,17 m²",,2,4,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,25.02.2024,26.02.2024,morizon-DH558308,69,0,,,Tak,,2024.0,,,30.12.2023,,,,,,,,Sprzedaży,,,,,
3768,3768,Blisko centrum - 4 pokoje z ogrodem,1 806 930 zł,Gdańsk,Siedlce,"Siedlce, ", • 4 pokoje,,"106,29 m²",,1,4,3.0,,,,,,,Wtórny,,,,25.01.2024,28.03.2024,morizon-HEX237574,129,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3769,3769,Oliwa - 4 pokoje - balkon - Premium,1 851 086 zł,Gdańsk,VII Dwór,Polanki, • 4 pokoje,,"77,39 m²",,1,2,3.0,,,,,,,Wtórny,,,,07.02.2024,05.02.2024,morizon-HEX446377,86,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3770,3770,Kawalerka z potencjałem,449 000 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko, ", • 1 pokój,,32 m²,,1,4,,,,,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,26.01.2024,22.02.2024,morizon-PH767864,264,0,,,,,2000.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
3771,3771,Nowa kameralna inwestycja,468 479 zł,Gdańsk,Zakoniczyn,"Zakoniczyn, ", • 2 pokoje,,"45,22 m²",,1,3,2.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,13.04.2022,26.10.2023,morizon-PAN964635,1 567,0,,,Nie,,2023.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
3772,3772,***2pokoje/Gdańsk Południe/odbiór III kwartał 2024,480 205 zł,Gdańsk,Orunia,Orunia Górna, • 2 pokoje,,"49,71 m²",,1,3,,,,,,,,Pierwotny,,,,26.01.2024,15.04.2024,morizon-432/5952/OMS,205,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
3773,3773,Lokal usługowy na nowym osiedlu,499 492 zł,Gdańsk,Chełm,Wielkopolska, • 4 pokoje,,"47,24 m²",300 cm,1,4,,Inna,Tak,,,,,Pierwotny,Własność,,Blok,13.11.2023,02.03.2024,morizon-49,91,0,1.0,,,,2023.0,Bardzo dobry,Miejskie,31.12.2023,Zróżnicowany,1.0,,,,,,Sprzedaży,,,,,
3774,3774,Nowa kameralna inwestycja,518 745 zł,Gdańsk,Zakoniczyn,"Zakoniczyn, ", • 2 pokoje,,"50,56 m²",,2,4,1.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,13.04.2022,18.10.2023,morizon-PAN454171,1 643,0,,,Nie,,2023.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
3775,3775,Nowa kameralna inwestycja,561 397 zł,Gdańsk,Zakoniczyn,"Zakoniczyn, ", • 2 pokoje,,"55,12 m²",,7,10,1.0,,,Nie,,,,Pierwotny,,,Blok Mieszkalny,12.04.2022,18.10.2023,morizon-PAN945158,1 450,0,,,Nie,,2023.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
3776,3776,Mieszkanie 3-pokojowe 63.7m2 - Gdańsk Łostowice,573 210 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 3 pokoje,,"63,69 m²",,3,3,2.0,,,,,,,Pierwotny,,,Blok Mieszkalny,15.12.2023,22.03.2024,morizon-DJ969659,95,0,,,Tak,,2021.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3777,3777,Na sprzedaż 3 pokojowe mieszkanie na ujeścisku,579 000 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko-Łostowice, ", • 3 pokoje,,"45,05 m²",,1,1,,,,,,,,Wtórny,,,,29.02.2024,29.02.2024,morizon-1538363289,59,0,,,,,,,,Od zaraz,,,,,,,Tak,Sprzedaży,,,,,
3778,3778,Mieszkanie 2-pokojowe 34m2 w Centrum Gdańska,589 900 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,34 m²,,1,4,2.0,,,Tak,,,,Pierwotny,,,Blok Mieszkalny,03.01.2024,02.04.2024,morizon-DJ821720,63,0,,,,,2024.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
3779,3779,3 pokojowe mieszkanie na sprzedaż,599 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"50,20 m²",,1,4,,,,,,,,Wtórny,,,,15.02.2024,15.02.2024,morizon-1538282795,93,0,,,,,,,,Od zaraz,,,,,,,,Sprzedaży,,,,,
3780,3780,Inwestycyjny Apartament Nad Mariną - Gdańsk,690 000 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 1 pokój,,"22,61 m²",,1,4,,,,,,,,Wtórny,,Na wyłączność,,24.10.2023,24.10.2023,morizon-HEX470302286,186,0,,,,,2023.0,,,,,,,,,,,Sprzedaży,,,,,
3781,3781,Piękne dwupiętrowe mieszkanie w idealnym stanie,708 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 3 pokoje,,75 m²,,1,4,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,29.06.2023,27.08.2023,morizon-PH577725,160,0,,,,,2017.0,,Co Miejskie,22.08.2023,,,,,,,,Sprzedaży,,,,,
3782,3782,Mieszkanie 4-pokojowe 73.4m2 - Gdańsk Łostowice,733 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,,"73,46 m²",,1,2,3.0,,,Tak,,,,Pierwotny,,,Bliźniak,15.12.2023,22.03.2024,morizon-DJ816880,106,0,,,,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
